,0,1
0,polynomial,93.20064570861977
1,polynomial,97.78517595829736
2,polynomial,103.6915127455939
3,polynomial,24.646209383097375
4,polynomial,35.03236437181104
5,polynomial,365.89264013949713
6,polynomial,29.780444222309143
7,polynomial,27.936908791017323
8,polynomial,47.10708444851965
9,polynomial,36.49325614994939
10,polynomial,72.07143525669522
11,polynomial,38.93473271857976
12,polynomial,13.312357494402281
13,polynomial,54.702328031082175
14,polynomial,70.45323412840781
15,polynomial,38.218582286020876
16,polynomial,18.526337459505
17,polynomial,15.485221910392116
18,polynomial,34.22289217714624
19,polynomial,218.74309680105608
20,polynomial,25.52095606874797
21,polynomial,11.46923425453306
22,polynomial,37.54121124578516
23,polynomial,117.27764873357746
24,polynomial,31.574143936626378
25,polynomial,60.10310589123457
26,polynomial,18.537678428281033
27,polynomial,47.93886355902493
28,polynomial,87.04361885527703
29,polynomial,94.45195668057994
30,polynomial,39.074017388216205
31,polynomial,45.410927188411065
32,polynomial,35.956612502790094
33,polynomial,95.65293068687743
34,polynomial,11.138090413197864
35,polynomial,12.913976114827703
36,polynomial,26.249993118442212
37,polynomial,69.7044147483043
38,polynomial,94.06919014921584
39,polynomial,42.60601161941538
40,polynomial,45.008886167266795
41,polynomial,99.17767798881047
42,polynomial,26.43791112086379
43,polynomial,36.713929583478766
44,polynomial,85.41721787511523
45,polynomial,38.47173871270127
46,polynomial,38.52275863526529
47,polynomial,27.19517321068281
48,polynomial,152.6480356105994
49,polynomial,180.96437664427103
50,polynomial,47.95795008821115
51,polynomial,68.52178081251489
52,polynomial,1004.6218102442546
53,polynomial,14.543998204019587
54,polynomial,19.23446333122462
55,polynomial,53.24277661695174
56,polynomial,30.08370321789227
57,polynomial,172.0817540112656
58,polynomial,16.558628658633268
59,polynomial,14.2998827389482
60,polynomial,17.202256531858534
61,polynomial,72.01716066080914
62,polynomial,92.31993470739579
63,polynomial,68.6263559625374
64,polynomial,23.70116016366966
65,polynomial,48.130864967454876
66,polynomial,49.19690561567489
67,polynomial,32.962932114669066
68,polynomial,35.14657024888953
69,polynomial,131.40385973582127
70,polynomial,58.12625969534115
71,polynomial,22.243761023111514
72,polynomial,239.15073048087072
73,polynomial,56.139520779630935
74,polynomial,40.321676279398616
75,polynomial,31.825215322705773
76,polynomial,116.6379812626387
77,polynomial,18.045592111506224
78,polynomial,4.971786456952573
79,polynomial,50.36438455655609
80,polynomial,167.94957298753036
81,polynomial,48.48446853161708
82,polynomial,24.204708394848502
83,polynomial,78.60192932319376
84,polynomial,40.87213053364067
85,polynomial,75.86533279269504
86,polynomial,46.18889029223739
87,polynomial,38.01651791449098
88,polynomial,136.3904862886646
89,polynomial,35.068904509988386
90,polynomial,41.33002814688525
91,polynomial,18.909401452653054
92,polynomial,10.490413249362838
93,polynomial,97.04369839264572
94,polynomial,14.416339487979126
95,polynomial,114.80170367076319
96,polynomial,55.80633419990468
97,polynomial,21.914324751062658
98,polynomial,38.50796838530513
99,polynomial,375.48314403476905
