,0,1
0,polynomial,17.748335424038277
1,polynomial,80.01771124779918
2,polynomial,126.88607480990815
3,polynomial,51.75295645232988
4,polynomial,29.438949031731877
5,polynomial,34.40487539214637
6,polynomial,706.9245149339697
7,polynomial,39.35304289295621
8,polynomial,30.28709316469812
9,polynomial,189.1920834875848
10,polynomial,55.94198856299976
11,polynomial,24.638906899919768
12,polynomial,19.386640547080155
13,polynomial,43.190915903172446
14,polynomial,8.757530912428512
15,polynomial,59.803953453583176
16,polynomial,34.19843290852099
17,polynomial,7.685795127939851
18,polynomial,10.0262662844437
19,polynomial,22.21416822477397
20,polynomial,37.84093764599771
21,polynomial,44.606615873981795
22,polynomial,25.91120896733116
23,polynomial,61.09204248840698
24,polynomial,56.92922451735472
25,polynomial,24.42974638757327
26,polynomial,33.236153455412044
27,polynomial,241.45903077326219
28,polynomial,24.018623842234444
29,polynomial,36.3385701287655
30,polynomial,107.73313338673773
31,polynomial,20.369265986739762
32,polynomial,119.29445056330952
33,polynomial,119.04936468310785
34,polynomial,656.5202042020597
35,polynomial,40.397011273494776
36,polynomial,32.54035616463995
37,polynomial,3.5026848882722135
38,polynomial,21.462912403892336
39,polynomial,21.57792727954491
40,polynomial,2860.6296347871357
41,polynomial,21.470832420760264
42,polynomial,53.66089570506776
43,polynomial,18.400788377005938
44,polynomial,21.35342199340156
45,polynomial,15.96174404645235
46,polynomial,23.071202154227137
47,polynomial,54.87901503747277
48,polynomial,46.56722933071757
49,polynomial,48.47184642474721
50,polynomial,34.70753826379594
51,polynomial,33.84708187260477
52,polynomial,32.47764955432123
53,polynomial,49.83322375276979
54,polynomial,97.99425073358309
55,polynomial,39.390922708503204
56,polynomial,87.06888123493496
57,polynomial,48.319797900337946
58,polynomial,26.409865831152604
59,polynomial,43.849312760786205
60,polynomial,168.93083665538106
61,polynomial,13.60995050681199
62,polynomial,50.26965362351034
63,polynomial,5.519292408181447
64,polynomial,57.888511490296764
65,polynomial,11.636784696201628
66,polynomial,118.97616348802259
67,polynomial,19.984850098866584
68,polynomial,69.70441474830432
69,polynomial,155.40460826969297
70,polynomial,23.860891488857938
71,polynomial,34.034974376590604
72,polynomial,42.5040345925635
73,polynomial,7.037577698833985
74,polynomial,39.565094718419196
75,polynomial,48.73583577235809
76,polynomial,119.04936468310785
77,polynomial,42.67889324086648
78,polynomial,24.40073869635706
79,polynomial,20.99361459776273
80,polynomial,99.17767798881046
81,polynomial,86.0537407605728
82,polynomial,24.68015990443768
83,polynomial,165.79425108021795
84,polynomial,121.28530170736992
85,polynomial,48.3813491329407
86,polynomial,93.93735358349892
87,polynomial,77.44001644325981
88,polynomial,28.44035974758291
89,polynomial,85.52892832765144
90,polynomial,14.2998827389482
91,polynomial,38.905088425997846
92,polynomial,38.50796838530513
93,polynomial,46.71734202911171
94,polynomial,7.337517289498877
95,polynomial,20.452807924308527
96,polynomial,21.355323919379398
97,polynomial,102.22720574609589
98,polynomial,25.44980613078187
99,polynomial,145.88454944094775
